SPOTS_ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,FRAME,MEAN_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEAN_INTENSITY_CH4,MEAN_INTENSITY_CH5
26874014,0,0.639720201492,241.0,177.0,48.0,140.231046931,34.3971119134,11.9711191336,6.96028880866,106.909747292
26870300,0,2.54706335068,241.0,176.0,28.0,593.220216606,4.02527075812,50.6101083032,0.202166064982,28.8411552347
26870805,0,3.25335097313,242.0,178.0,29.0,672.935018051,11.1732851986,57.40433213,0.368231046931,27.4187725632
26877973,0,0.737792789936,241.0,177.0,67.0,150.675090253,40.2129963899,12.8664259928,7.54151624549,85.59566787
26871945,0,2.52515769005,242.0,176.0,26.0,610.653429603,5.12274368231,51.083032491,0.234657039711,24.8014440433
26878857,0,0.71826261282,241.0,177.0,71.0,143.859205776,43.1624548736,12.2960288809,8.43682310469,80.1299638989
26875405,0,0.665068805218,241.0,177.0,58.0,148.754512635,34.7039711191,12.6823104693,7.07220216606,81.5740072202
26876422,0,0.654263556004,241.0,177.0,55.0,143.967509025,26.0108303249,12.2707581227,4.43321299639,89.1444043321
26877319,0,0.697195887566,241.0,177.0,63.0,142.40433213,45.2960288809,12.1805054152,10.5631768953,86.6353790614
26870968,0,0.531499564648,240.0,177.0,41.0,121.801444043,15.3537906137,10.3898916968,3.17328519856,273.833935018
26876217,0,0.698700428009,241.0,177.0,59.0,147.768953069,42.5703971119,12.59566787,8.28158844765,86.7653429603
26875199,0,0.721676051617,241.0,177.0,60.0,154.725631769,38.1877256318,13.202166065,7.05776173285,89.5523465704
26867774,0,2.80738210678,242.0,177.0,19.0,638.537906137,4.8916967509,54.4332129964,0.234657039711,16.5306859206
26876852,0,0.716789782047,241.0,177.0,64.0,156.942238267,53.7364620939,13.3790613718,10.8555956679,94.9277978339
26878638,0,0.753711283207,241.0,177.0,69.0,158.259927798,52.4801444043,13.5054151625,10.4259927798,79.59566787
26874796,0,0.685780525208,241.0,178.0,57.0,147.801444043,26.1083032491,12.6101083032,4.75451263538,90.4476534296
26871469,0,2.49995207787,241.0,176.0,27.0,604.346570397,7.91335740072,50.5776173285,0.285198555957,29.9061371841
26875810,0,0.690232396126,242.0,178.0,61.0,146.76534296,32.8555956679,12.4981949458,6.9963898917,79.7039711191
26873120,0,0.585466265678,242.0,177.0,45.0,132.108303249,22.8664259928,11.2671480144,4.05776173285,136.299638989
26873638,0,0.607710897923,241.0,177.0,47.0,133.487364621,35.1913357401,11.3790613718,7.18411552347,120.758122744
