SPOTS_ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,FRAME,MEAN_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEAN_INTENSITY_CH4,MEAN_INTENSITY_CH5
20611002,0,1.29315364361,764.0,793.0,0.0,407.407942238,23.6317689531,34.7436823105,2.14079422383,21.476534296
20611386,0,3.00646924973,759.0,791.0,11.0,135.046931408,754.310469314,64.3393501805,76.8194945848,19.9530685921
20610622,0,1.50516498089,764.0,790.0,8.0,56.8880866426,416.209386282,35.5306859206,78.3537906137,18.2635379061
20612862,0,0.642790794373,767.0,796.0,39.0,65.6462093863,198.797833935,16.9711191336,68.5812274368,36.9133574007
20613694,0,0.327933579683,798.0,804.0,41.0,76.3898916968,69.9458483755,7.54512635379,32.5812274368,37.5559566787
20610812,0,2.58444595337,763.0,788.0,19.0,663.693140794,82.4368231047,56.6137184116,5.2238267148,27.2166064982
20611187,0,0.825913369656,760.0,792.0,5.0,43.4584837545,228.115523466,19.4548736462,75.5126353791,23.2346570397
20610419,0,1.48663187027,761.0,789.0,17.0,460.916967509,53.2166064982,39.2924187726,4.47292418773,28.4801444043
20612976,0,1.74151313305,758.0,788.0,25.0,72.1732851986,483.400722022,41.2166064982,77.5090252708,24.0397111913
20614640,0,0.959871768951,762.0,799.0,34.0,439.25631769,87.761732852,37.5018050542,8.02166064982,22.5126353791
20610231,0,0.922425210476,766.0,790.0,6.0,49.6173285199,274.57400722,23.4259927798,76.0541516245,25.0144404332
20610039,0,1.71128559113,761.0,790.0,9.0,75.9314079422,491.732851986,41.9494584838,77.8014440433,20.9205776173
20613098,0,1.8312035799,772.0,805.0,38.0,563.296028881,115.880866426,47.3285198556,9.58122743682,36.6750902527
20612395,0,2.60708355904,762.0,786.0,27.0,102.841155235,720.563176895,61.4981949458,78.3285198556,26.1299638989
20613931,0,3.7376499176,763.0,788.0,29.0,211.198555957,999.909747292,85.285198556,75.4837545126,34.1516245487
20614888,0,3.67802333832,762.0,797.0,32.0,517.444043321,1199.49458484,102.328519856,66.1480144404,27.8122743682
20612079,0,0.612155973911,753.0,791.0,21.0,64.1299638989,167.480144404,14.3826714801,65.4151624549,21.1227436823
20611682,0,1.83045256138,759.0,788.0,18.0,534.433212996,62.0180505415,45.5667870036,4.83032490975,21.8267148014
20611874,0,0.773610472679,759.0,789.0,20.0,293.78700361,108.332129964,25.0758122744,14.7075812274,25.844765343
20610917,0,2.15383505821,761.0,788.0,10.0,83.5992779783,588.931407942,50.2346570397,78.3176895307,21.8086642599
20613221,0,0.556956112385,774.0,807.0,40.0,74.0397111913,308.38267148,25.7761732852,71.3790613718,35.1877256318
20610522,0,2.74095058441,761.0,791.0,15.0,481.379061372,931.126353791,79.4115523466,62.4512635379,21.6389891697
20612506,0,2.16694068909,761.0,790.0,26.0,95.2274368231,660.76534296,56.3898916968,78.2815884477,31.9097472924
20610136,0,0.651650130749,765.0,791.0,4.0,52.5884476534,180.075812274,15.3610108303,69.6534296029,20.3140794224
20612185,0,1.4754524231,762.0,792.0,16.0,520.451263538,558.032490975,47.9097472924,44.7797833935,25.5920577617
20611484,0,2.97794222832,761.0,789.0,13.0,249.281588448,833.927797834,71.1407942238,71.725631769,19.2815884477
20613340,0,1.9751033783,766.0,798.0,36.0,678.635379061,105.653429603,57.8772563177,6.21660649819,32.4693140794
20610717,0,1.31901693344,766.0,790.0,7.0,45.0180505415,357.19133574,30.5090252708,78.7761732852,18.0794223827
20614301,0,1.53017687798,760.0,802.0,35.0,602.527075812,216.790613718,52.7797833935,14.5126353791,27.9963898917
20609938,0,1.49632060528,763.0,788.0,1.0,449.78700361,14.1046931408,38.3862815884,1.02166064982,21.4440433213
20614418,0,2.71673226357,761.0,790.0,28.0,141.205776173,801.819494585,68.4151624549,76.9386281588,25.8014440433
20610321,0,1.01375448704,759.0,787.0,2.0,295.696750903,42.559566787,25.2310469314,5.15523465704,17.880866426
20611284,0,1.10319936275,762.0,793.0,22.0,74.8303249097,283.0,24.1299638989,71.8916967509,36.0577617329
20611093,0,1.44621992111,761.0,789.0,23.0,68.5884476534,385.241877256,32.8592057762,76.274368231,28.678700361
20611977,0,2.95215415955,760.0,790.0,14.0,374.075812274,913.859205776,77.9386281588,67.0108303249,19.083032491
20613455,0,3.62546348572,766.0,800.0,31.0,384.880866426,1282.2599278,109.371841155,71.6895306859,22.3935018051
20612620,0,2.77946782112,762.0,791.0,33.0,517.223826715,1000.05776173,85.3285198556,62.5054151625,26.0469314079
20611584,0,2.71516489983,761.0,788.0,12.0,160.003610108,736.115523466,62.8339350181,75.2779783394,17.2310469314
20612288,0,1.46692156792,761.0,789.0,24.0,63.7545126354,410.920577617,35.0613718412,77.9747292419,25.5054151625
20614529,0,4.04322719574,759.0,795.0,30.0,285.314079422,1163.22743682,99.2202166065,73.9819494585,26.2996389892
20612741,0,2.07056617737,762.0,802.0,37.0,795.783393502,198.624548736,66.9350180505,11.3790613718,45.1083032491
20610042,1,2.11597037315,677.0,816.0,9.0,557.689530686,78.6389891697,46.5667870036,5.48736462094,30.6245487365
20611003,1,2.13286209106,676.0,805.0,0.0,83.8303249097,598.754512635,51.1010830325,78.3465703971,26.916967509
20610232,1,4.35025548935,676.0,805.0,6.0,657.747292419,1184.16245487,100.992779783,60.7111913357,27.0722021661
20610623,1,2.14527535439,677.0,811.0,8.0,522.480144404,78.7906137184,44.5667870036,6.39350180505,33.4368231047
20610815,1,1.68970239162,670.0,813.0,19.0,81.1299638989,444.364620939,37.9241877256,76.1046931408,23.5018050542
20611388,1,3.20437526703,684.0,815.0,11.0,755.072202166,76.6859205776,64.4115523466,4.7761732852,19.321299639
20612081,1,1.62528467178,679.0,810.0,21.0,90.6534296029,475.465703971,40.5703971119,75.9675090253,32.202166065
20610422,1,0.907761156559,674.0,807.0,17.0,78.5703971119,297.379061372,25.3646209386,71.9205776173,27.0433212996
20611188,1,3.82351517677,675.0,802.0,5.0,478.711191336,1016.18411552,86.6895306859,64.4873646209,21.476534296
20612980,1,2.03810954094,679.0,812.0,25.0,126.884476534,671.870036101,57.3176895307,76.0469314079,28.8194945848
20614639,1,1.88425123692,656.0,793.0,34.0,446.184115523,54.3971119134,38.0541516245,5.42960288809,20.7906137184
20613932,1,2.76888799667,666.0,801.0,29.0,752.462093863,135.086642599,64.1732851986,7.34657039711,36.5631768953
20612397,1,0.638122975826,673.0,806.0,27.0,297.931407942,105.16967509,25.4007220217,13.1227436823,27.5379061372
20614886,1,0.899353921413,668.0,788.0,32.0,263.812274368,42.9711191336,22.4981949458,6.43321299639,29.2129963899
