SPOTS_ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,FRAME,MEAN_INTENSITY_CH1,MEAN_INTENSITY_CH2,MEAN_INTENSITY_CH3,MEAN_INTENSITY_CH4,MEAN_INTENSITY_CH5
30630866,1,1.77591514587,316.0,28.0,0.0,479.555956679,22.1624548736,40.9133574007,1.42238267148,20.357400722
30631376,1,2.9942586422,313.0,31.0,19.0,62.0974729242,783.270758123,66.797833935,80.1010830325,21.1480144404
30636630,1,2.2293407917,324.0,23.0,26.0,47.3068592058,680.166064982,58.0433212996,81.5740072202,24.5306859206
30633625,1,3.55853223801,315.0,44.0,23.0,50.2779783394,847.873646209,72.3321299639,81.8231046931,18.5018050542
30635289,1,5.23166656494,325.0,22.0,34.0,68.642599278,1042.18772563,88.8880866426,81.6859205776,32.6534296029
30632095,1,2.07730054855,316.0,27.0,10.0,233.920577617,402.16967509,34.5776173285,54.4079422383,20.9675090253
30635485,1,2.70394253731,324.0,23.0,29.0,54.5631768953,707.740072202,59.3754512635,81.1155234657,21.2888086643
30631683,1,3.46162748337,318.0,29.0,8.0,790.090252708,264.714801444,67.3826714801,12.2166064982,30.2779783394
30633473,1,2.35061454773,314.0,26.0,16.0,39.7472924188,631.895306859,53.8953068592,81.4620938628,14.5667870036
30631104,1,2.38569259644,315.0,30.0,3.0,587.122743682,59.9819494585,50.0613718412,3.71119133574,21.2166064982
30631232,1,3.18499326706,318.0,32.0,17.0,52.6462093863,713.407942238,60.8483754513,80.9927797834,17.3898916968
30632647,1,1.89151060581,312.0,28.0,2.0,549.0433213,26.1299638989,46.8122743682,1.53429602888,26.5342960289
30631815,1,2.47329068184,312.0,28.0,5.0,637.675090253,101.833935018,54.4079422383,5.87725631769,16.714801444
30630982,1,1.73362541199,316.0,29.0,1.0,505.23465704,21.1227436823,43.1155234657,1.46209386282,21.1516245487
30631946,1,3.95058035851,315.0,29.0,20.0,55.6353790614,898.332129964,76.6570397112,81.4693140794,24.4512635379
30632521,1,3.33009934425,311.0,32.0,6.0,729.996389892,200.667870036,62.2996389892,10.8989169675,21.036101083
30632776,1,3.64443445206,312.0,31.0,22.0,54.59566787,915.386281588,78.0758122744,81.3321299639,20.6823104693
30634376,1,5.22463130951,324.0,22.0,33.0,52.4007220217,1056.66787004,90.0974729242,82.4548736462,29.0794223827
